2025-10-07 15:17:30,OPTIONS,/health,200,0.36
2025-10-07 15:17:30,GET,/health,200,2.40
2025-10-07 15:17:30,GET,/health,200,2.26
2025-10-07 15:17:30,OPTIONS,/collections/list,200,0.34
2025-10-07 15:17:30,OPTIONS,/nodes/list,200,0.86
2025-10-07 15:17:30,GET,/collections/list,200,8.41
2025-10-07 15:17:30,GET,/collections/list,200,7.37
2025-10-07 15:17:30,POST,/nodes/list,200,250.15
2025-10-07 15:17:30,POST,/nodes/list,200,255.40
2025-10-07 15:17:40,GET,/,404,0.45
2025-10-07 15:17:40,GET,/favicon.ico,404,0.40
2025-10-07 15:17:57,POST,/nodes/list,200,53.00
2025-10-07 15:17:58,GET,/collections/list,200,2.50
2025-10-07 15:18:01,POST,/nodes/list,200,216.46
2025-10-07 15:18:04,POST,/nodes/list,200,218.01
2025-10-07 15:18:05,GET,/health,200,2.17
2025-10-07 15:18:08,GET,/collections/list,200,2.93
2025-10-07 15:18:10,GET,/health,200,1.64
2025-10-07 15:18:11,POST,/nodes/list,200,177.05
2025-10-07 15:18:13,POST,/nodes/list,200,103.45
2025-10-07 15:18:15,GET,/collections/list,200,4.15
2025-10-07 15:18:17,POST,/nodes/list,200,108.48
2025-10-07 15:18:19,POST,/nodes/list,200,96.31
2025-10-07 15:18:21,POST,/nodes/list,200,107.39
2025-10-07 15:18:24,GET,/collections/list,200,3.90
2025-10-07 15:18:27,POST,/nodes/list,200,91.28
2025-10-07 15:18:28,POST,/nodes/list,200,6.16
2025-10-07 15:18:31,POST,/nodes/list,200,126.70
2025-10-07 15:18:33,POST,/nodes/list,200,63.17
2025-10-07 15:18:34,GET,/health,200,2.28
2025-10-07 15:18:36,POST,/nodes/list,200,5.88
2025-10-07 15:18:38,POST,/nodes/list,200,7.10
2025-10-07 15:18:40,GET,/collections/list,200,4.22
2025-10-07 15:18:42,GET,/collections/list,200,2.74
2025-10-07 15:18:44,POST,/nodes/list,200,5.45
2025-10-07 15:18:47,POST,/nodes/list,200,101.31
2025-10-07 15:18:48,POST,/nodes/list,200,5.46
2025-10-07 15:18:51,GET,/collections/list,200,3.43
2025-10-07 15:18:53,POST,/nodes/list,200,6.44
2025-10-07 15:18:54,GET,/health,200,1.25
2025-10-07 15:18:57,GET,/health,200,2.02
2025-10-07 15:19:00,POST,/nodes/list,200,91.78
2025-10-07 15:19:03,GET,/collections/list,200,4.25
2025-10-07 15:19:04,POST,/nodes/list,200,5.84
2025-10-07 15:19:07,GET,/collections/list,200,4.55
2025-10-07 15:19:09,GET,/health,200,1.30
2025-10-07 15:19:11,GET,/collections/list,200,4.33
2025-10-07 15:19:13,POST,/nodes/list,200,122.31
2025-10-07 15:19:14,GET,/collections/list,200,5.27
2025-10-07 15:19:16,POST,/nodes/list,200,5.31
2025-10-07 15:19:18,POST,/nodes/list,200,73.06
2025-10-07 15:19:20,POST,/nodes/list,200,4.71
2025-10-07 15:19:23,GET,/collections/list,200,3.22
2025-10-07 15:19:24,POST,/nodes/list,200,9.19
2025-10-07 15:19:26,POST,/nodes/list,200,110.17
2025-10-07 15:19:29,POST,/nodes/list,200,106.25
2025-10-07 15:19:31,POST,/nodes/list,200,4.98
2025-10-07 15:19:34,GET,/health,200,2.15
2025-10-07 15:19:35,POST,/nodes/list,200,7.10
2025-10-07 15:19:37,GET,/health,200,2.60
2025-10-07 15:19:39,GET,/collections/list,200,3.21
2025-10-07 15:32:11,OPTIONS,/health,200,0.64
2025-10-07 15:32:11,GET,/health,200,5.88
2025-10-07 15:32:11,GET,/health,200,2.36
2025-10-07 15:32:11,OPTIONS,/nodes/list,200,0.23
2025-10-07 15:32:11,OPTIONS,/collections/list,200,0.23
2025-10-07 15:32:11,GET,/collections/list,200,18.44
2025-10-07 15:32:11,GET,/collections/list,200,5.42
2025-10-07 15:32:11,POST,/nodes/list,200,281.19
2025-10-07 15:32:11,POST,/nodes/list,200,288.14
2025-10-07 15:32:36,POST,/nodes/list,200,179.58
2025-10-07 15:32:41,POST,/nodes/list,200,187.78
2025-10-08 12:55:26,POST,/query/stream,200,711.27
2025-10-08 12:56:34,POST,/query/stream,200,400.65
2025-10-08 12:58:07,POST,/query/stream,200,64.64
2025-10-08 12:59:44,POST,/query/stream,200,97.49
2025-10-08 13:01:40,POST,/query/stream,200,85.99
2025-10-08 13:02:40,POST,/query/stream,200,90.56
2025-10-08 13:03:32,POST,/query/stream,200,477.05
2025-10-08 13:04:41,POST,/query/stream,200,279.04
2025-10-08 13:05:49,POST,/query/stream,200,81.12
2025-10-08 13:07:03,POST,/query/stream,200,76.87
2025-10-08 13:09:11,POST,/query/stream,200,74.83
2025-10-08 13:10:00,POST,/query/stream,200,63.86
2025-10-08 13:11:07,POST,/query/stream,200,66.81
2025-10-08 13:17:06,POST,/history/summarize,500,54.42
2025-10-08 13:17:08,POST,/history/summarize,500,14.73
2025-10-08 13:17:10,POST,/history/summarize,500,12.52
2025-10-08 13:17:13,POST,/history/summarize,500,15.89
